Date,Merchant,Amount,Type,Fraudulent
2024-11-27,Flipkart,"1,108",UPI,True
2023-11-08,Subscription - Spotify,40,UPI,False
2023-08-05,SBI ATM,"34,219",Contactless,False
2023-01-10,Subscription - Spotify,500,Transfer,False
2023-12-17,Unknown Merchant,642,Online,False
2023-07-20,Local POS Stall,784,Transfer,False
2023-09-20,Designer Boutique,"4,927",Transfer,False
2023-12-06,Suspicious Store,"285,964",Transfer,True
2023-10-03,Unknown Merchant,54,Online,False
2024-06-15,Utility - Electricity,"19,494",Transfer,False
2024-12-23,Local POS Stall,537,Transfer,False
2024-06-07,Axis Bank ATM,"63,887",POS,False
2024-07-04,Unknown Merchant,986,POS,False
2024-07-26,Jewellery House,"2,423",UPI,False
2023-10-20,Pharmacy Plus,"133,793",Contactless,False
2024-03-15,BookShop,"1,618",UPI,False
2024-05-07,Paytm Mall,187,Online,False
2024-01-05,Hotel Taj,"38,476",POS,False
2023-06-29,Subscription - Spotify,"4,322",Online,False
2023-03-17,Swiggy,"3,042",Transfer,False
2024-01-25,Gold Loan,"4,393",POS,False
2023-02-10,IRCTC,"37,748",Contactless,False
2024-12-23,Uber,"9,595",Transfer,False
2023-09-29,Gold Loan,"3,430",Contactless,False
2023-12-04,Utility - Water,"4,406",UPI,False
2023-07-03,Subscription - Spotify,337,Transfer,False
2023-02-22,Uber,"4,657",Online,False
2023-03-01,Luxury Outlet,"10,750",UPI,False
2024-07-08,Gold Loan,258,Transfer,False
2024-06-12,BigBasket,"3,370",POS,False
2024-07-11,Designer Boutique,"4,264",Contactless,False
2024-01-18,SBI ATM,"1,615",POS,False
2024-03-02,Subscription - Netflix,"2,155",ATM,False
2024-01-12,Hotel Taj,"3,666",ATM,False
2023-06-30,Zomato,"4,096",Transfer,False
2024-10-11,Axis Bank ATM,"23,080",Transfer,False
2024-09-07,Axis Bank ATM,"1,449",UPI,False
2024-11-19,Ola Cabs,"4,210",Online,False
2024-09-24,Uber,"42,610",POS,False
2023-06-16,Ola Cabs,"1,647",Online,False
2023-07-01,Amazon India,881,ATM,False
2024-05-20,Amazon India,"4,307",Online,False
2024-07-10,PhonePe,734,Online,False
2024-01-12,Corner Grocery,"2,503",POS,True
2024-11-19,Swiggy,"2,410",Transfer,False
2023-04-06,IRCTC,"1,300",UPI,False
2023-11-10,Cinemaplex,275,Online,False
2024-12-04,Flipkart,"2,410",Contactless,False
2023-05-28,Unknown Merchant,"4,115",Online,False
2024-11-24,Ola Cabs,"1,737",ATM,False
2024-12-13,Luxury Outlet,"3,046",UPI,False
2024-10-26,Subscription - Netflix,"2,830",POS,False
2024-11-14,Designer Boutique,"4,702",ATM,False
2024-01-22,Subscription - Spotify,"12,725",POS,False
2024-01-23,Amazon India,"3,660",POS,False
2024-02-26,Unknown Merchant,"32,712",Contactless,False
2024-10-08,Subscription - Netflix,"2,260",ATM,False
2024-04-01,BigBasket,"1,507",POS,False
2024-11-25,BigBasket,"22,103",Contactless,False
2023-04-05,Pharmacy Plus,"4,671",Transfer,False
2024-12-19,Recharge Portal,"3,436",ATM,False
2023-03-20,SBI ATM,"3,527",UPI,False
2023-01-03,Luxury Outlet,"44,440",Online,False
2024-09-28,Zomato,"3,924",ATM,False
2023-08-27,Axis Bank ATM,21,ATM,False
2024-09-30,Ola Cabs,"3,822",UPI,False
2023-01-20,Swiggy,"2,338",POS,False
2024-03-16,PhonePe,699,Contactless,False
2024-04-11,Hotel Taj,"4,592",ATM,False
2023-06-21,Hotel Taj,"1,416",ATM,False
2024-08-26,Local Electronics Store,"3,086",POS,False
2024-05-27,Uber,"4,819",Contactless,False
2024-12-30,Designer Boutique,"3,298",Contactless,False
2024-02-22,Subscription - Spotify,"3,456",UPI,False
2024-02-29,Pharmacy Plus,"4,712",Online,False
2023-03-17,Axis Bank ATM,"1,655",POS,False
2023-09-21,Flipkart,"4,494",Transfer,False
2024-10-06,Ola Cabs,"42,786",Transfer,False
2023-12-05,Swiggy,"3,102",Contactless,False
2023-12-05,Designer Boutique,"4,528",Contactless,False
2023-06-29,BookShop,"1,397",ATM,False
2023-10-04,SBI ATM,"20,590",ATM,False
2024-03-28,Unknown Merchant,"4,973",POS,False
2024-03-17,Pharmacy Plus,"1,475",ATM,False
2024-03-15,Subscription - Netflix,"112,552",UPI,False
2024-12-17,BigBasket,"21,379",Contactless,False
2023-11-09,Flipkart,"3,700",POS,False
2024-05-01,Utility - Water,"3,195",Transfer,False
2023-04-30,PhonePe,412,ATM,False
2024-10-18,Subscription - Netflix,"3,276",Contactless,False
2023-01-21,Subscription - Spotify,804,POS,False
2023-11-17,Local POS Stall,"3,154",Contactless,False
2024-10-07,Ola Cabs,"1,946",Transfer,False
2024-09-08,Local Electronics Store,"4,402",ATM,False
2024-04-15,Corner Grocery,"1,500",Online,False
2024-09-08,Myntra,"3,889",UPI,False
2023-04-02,Jewellery House,"4,838",Transfer,False
2024-11-16,BookShop,"1,873",Transfer,False
2024-11-02,Recharge Portal,"1,188",Contactless,False
2024-07-13,Utility - Electricity,"4,137",Online,False
2024-04-12,Ola Cabs,"2,599",ATM,False
2024-08-29,Cinemaplex,"4,245",ATM,False
2024-10-20,Zomato,"2,777",ATM,False
2023-11-26,SBI ATM,"4,435",POS,False
2024-01-28,Axis Bank ATM,"24,003",Online,False
2023-03-24,Paytm Mall,"3,906",POS,False
2024-06-15,Axis Bank ATM,"2,124",ATM,False
2023-05-08,Local POS Stall,"4,939",Online,False
2023-06-11,Amazon India,"44,201",UPI,False
2023-02-11,Uber,"4,161",ATM,False
2023-10-13,Ola Cabs,"13,257",Contactless,False
2023-01-12,Designer Boutique,"40,323",UPI,False
2024-11-10,Cinemaplex,"1,289",POS,False
2024-01-04,Local Electronics Store,"4,493",Online,False
2024-06-13,Utility - Water,"1,407",POS,False
2023-05-11,Hotel Taj,"4,287",POS,False
2024-02-29,Recharge Portal,"4,720",Online,False
2024-06-29,Unknown Merchant,"35,334",Online,False
2024-02-22,Utility - Water,617,Transfer,False
2023-04-21,BookShop,335,UPI,False
2024-05-07,Amazon India,"1,052",UPI,False
2023-12-07,Subscription - Spotify,"216,321",Online,False
2023-06-23,Local POS Stall,"3,939",Contactless,False
2023-05-06,Corner Grocery,"41,118",UPI,False
2023-12-15,Swiggy,"4,824",ATM,False
2024-08-02,BookShop,"49,661",ATM,False
2023-02-22,Paytm Mall,"22,724",UPI,False
2024-10-03,Subscription - Spotify,"46,543",Contactless,False
2024-03-28,SBI ATM,"4,867",POS,False
2023-10-11,Unknown Merchant,"4,537",Transfer,False
2024-11-30,Designer Boutique,"1,274",Contactless,False
2024-07-08,Pharmacy Plus,"218,782",ATM,False
2024-07-28,Cinemaplex,"2,854",UPI,False
2024-01-01,Subscription - Spotify,"43,407",UPI,False
2023-04-17,Utility - Electricity,352,Online,False
2023-01-03,Luxury Outlet,802,Contactless,False
2023-07-14,Suspicious Store,"207,174",Online,True
2023-09-22,Paytm Mall,"4,366",POS,False
2023-04-23,Gold Loan,80,POS,False
2023-12-11,Swiggy,"3,846",Transfer,False
2023-06-14,SBI ATM,511,Online,False
2024-06-29,Unknown Merchant,"2,503",ATM,False
2023-04-25,Local POS Stall,"25,827",UPI,False
2024-05-19,Amazon India,"2,478",ATM,False
2023-11-27,Axis Bank ATM,695,UPI,False
2024-09-12,Suspicious Store,"65,635",UPI,True
2023-07-25,Amazon India,"2,816",Contactless,False
2023-04-07,Zomato,"3,621",Transfer,False
2023-02-24,Flipkart,"35,465",POS,False
2023-03-30,Ola Cabs,"221,127",ATM,False
2024-11-23,Jewellery House,"34,926",UPI,False
2023-04-18,Utility - Electricity,75,Online,False
2024-09-08,Local Electronics Store,"2,292",ATM,False
2023-09-06,Zomato,"12,428",POS,False
2024-05-22,Luxury Outlet,465,POS,False
2024-10-09,Uber,"179,228",ATM,False
2023-04-19,Cinemaplex,95,ATM,False
2023-03-17,Axis Bank ATM,"177,018",Transfer,False
2023-09-27,Gold Loan,"228,927",Transfer,False
2024-05-23,Paytm Mall,"3,073",UPI,False
2024-07-30,Swiggy,"1,093",Transfer,False
2023-05-11,Unknown Merchant,"3,889",Online,False
2024-03-31,Pharmacy Plus,"4,455",ATM,False
2024-04-21,Utility - Electricity,"17,444",UPI,False
2023-08-28,Uber,"3,424",UPI,False
2023-10-04,Flipkart,"44,384",UPI,False
2024-12-11,Subscription - Spotify,"29,764",ATM,False
2023-04-04,Local Electronics Store,"1,282",Online,False
2024-12-29,Uber,"1,759",Transfer,False
2023-04-29,SBI ATM,83,UPI,False
2024-09-04,Flipkart,"1,915",POS,True
2023-11-26,Local POS Stall,230,POS,False
2024-12-08,BigBasket,"3,480",Online,False
2023-09-24,Jewellery House,"1,883",Transfer,False
2024-09-21,Swiggy,"4,202",Online,False
2023-09-21,Luxury Outlet,94,ATM,False
2024-02-24,Pharmacy Plus,"16,993",UPI,False
2024-01-29,Unknown Merchant,"41,043",Online,False
2023-12-01,Luxury Outlet,"84,703",Contactless,False
2024-11-29,Suspicious Store,"3,577",ATM,True
2024-12-12,SBI ATM,"3,693",POS,False
2024-04-30,Pharmacy Plus,"35,163",Contactless,False
2024-07-09,Zomato,63,Transfer,False
2024-01-24,SBI ATM,"11,104",Transfer,False
2023-11-18,Unknown Merchant,"32,116",POS,False
2023-07-14,Suspicious Store,"1,103",UPI,False
2024-10-16,PhonePe,"1,237",POS,False
2024-11-11,Luxury Outlet,"36,805",UPI,False
2024-05-11,Swiggy,"2,157",POS,False
2023-09-13,Myntra,447,POS,False
2023-04-24,PhonePe,"42,230",Contactless,False
2023-08-11,BigBasket,"19,371",Online,True
2023-09-07,Swiggy,"166,133",Transfer,False
2024-06-21,PhonePe,"3,973",Transfer,False
2024-01-08,Recharge Portal,"111,858",POS,False
2024-12-27,Unknown Merchant,95,POS,False
2024-02-13,Subscription - Netflix,"4,683",POS,False
2024-06-24,BigBasket,"35,971",ATM,False
2024-01-30,Paytm Mall,356,Online,True
2024-08-31,Ola Cabs,"3,001",ATM,True
2023-02-17,PhonePe,"2,667",Transfer,False
2024-02-15,Axis Bank ATM,"3,092",POS,False
2024-07-12,BigBasket,"1,607",Transfer,False
2024-12-10,IRCTC,"3,368",UPI,False
2023-03-02,Jewellery House,"4,127",Transfer,False
2024-10-28,Corner Grocery,"46,120",POS,False
2023-12-26,Designer Boutique,"4,270",POS,False
2023-09-18,Local POS Stall,"3,782",UPI,False
2024-03-18,Ola Cabs,"3,867",ATM,False
2024-10-10,Hotel Taj,"1,483",Transfer,False
2023-09-24,Gold Loan,"4,871",Transfer,False
2024-12-17,Local POS Stall,"3,618",Transfer,False
2023-06-19,Utility - Electricity,"3,706",POS,False
2024-01-27,Axis Bank ATM,947,POS,False
2024-02-27,Ola Cabs,"3,276",Online,False
2023-12-03,Jewellery House,"47,763",POS,False
2023-07-25,Cinemaplex,"13,995",Contactless,False
2024-04-29,Recharge Portal,"43,869",Transfer,False
2024-02-23,Utility - Water,"1,561",Online,False
2023-05-16,Axis Bank ATM,893,Contactless,False
2023-06-17,IRCTC,"2,595",Contactless,False
2024-05-14,Luxury Outlet,609,UPI,False
2024-05-16,SBI ATM,"14,837",ATM,False
2023-03-12,Swiggy,"4,055",Contactless,False
2023-12-07,Unknown Merchant,176,Transfer,False
2023-07-28,Suspicious Store,"1,055",Transfer,False
2024-03-06,Hotel Taj,437,Contactless,False
2023-05-13,Unknown Merchant,"3,538",Transfer,False
2023-12-02,Swiggy,"3,511",UPI,False
2023-06-29,Subscription - Spotify,"4,242",ATM,True
2023-06-18,Uber,"3,587",Online,False
2024-10-26,Designer Boutique,"3,317",POS,False
2023-11-15,Gold Loan,"1,813",POS,False
2024-08-12,Zomato,"4,637",Transfer,False
2024-09-09,Subscription - Spotify,"1,499",POS,False
2023-04-28,Designer Boutique,"247,699",Online,False
2023-11-18,Zomato,"4,952",Contactless,False
2024-03-23,Gold Loan,"225,968",Online,False
2023-09-23,Subscription - Spotify,"3,958",Transfer,False
2024-01-18,Subscription - Spotify,"4,667",UPI,False
2024-08-10,IRCTC,588,Online,False
2024-12-10,Uber,"5,432",ATM,False
2023-12-19,Pharmacy Plus,417,UPI,False
2024-10-17,Recharge Portal,"4,886",Online,False
2023-08-16,Recharge Portal,"2,824",ATM,False
2023-04-01,Luxury Outlet,"2,253",Online,False
2023-02-02,Uber,"119,678",POS,False
2024-05-17,Subscription - Spotify,"43,137",Contactless,False
2023-02-16,Subscription - Spotify,"3,453",Transfer,False
2023-08-06,Myntra,"36,426",Contactless,False
2024-05-31,Hotel Taj,"4,925",Transfer,False
2024-02-08,Subscription - Spotify,"4,032",Transfer,False
2023-02-13,Pharmacy Plus,"4,306",Online,False
2023-07-31,BookShop,"4,026",ATM,False
2023-03-19,SBI ATM,"40,343",UPI,False
2023-04-08,Unknown Merchant,"4,040",ATM,False
2023-10-10,SBI ATM,"2,612",ATM,False
2023-05-10,Designer Boutique,"37,646",Contactless,True
2024-01-28,Utility - Electricity,"1,680",Contactless,False
2023-10-13,Luxury Outlet,"46,076",Contactless,False
2023-05-18,Paytm Mall,751,Contactless,False
2023-10-30,Jewellery House,"36,564",UPI,False
2023-07-21,Local Electronics Store,"2,268",Transfer,False
2024-12-21,Subscription - Spotify,"4,633",ATM,False
2024-09-15,Cinemaplex,"6,933",Contactless,False
2024-07-31,Local Electronics Store,"4,750",Contactless,False
2023-08-20,Paytm Mall,896,ATM,False
2024-03-07,SBI ATM,"4,699",Online,False
2023-04-20,Jewellery House,"37,891",Transfer,False
2023-05-07,BigBasket,"1,252",Contactless,False
2023-11-06,Ola Cabs,"4,414",POS,False
2023-08-15,PhonePe,590,Online,False
2023-07-08,Utility - Electricity,"8,307",Online,False
2023-11-21,Utility - Electricity,"3,732",UPI,False
2023-02-14,PhonePe,"2,349",Contactless,False
2023-02-03,Amazon India,"3,900",Contactless,False
2023-07-24,Utility - Electricity,"40,216",ATM,False
2024-04-04,Jewellery House,"34,005",Transfer,False
2023-11-20,BookShop,"279,668",Transfer,False
2024-06-07,Recharge Portal,"15,137",Transfer,True
2024-11-24,Utility - Water,"1,226",Contactless,False
2024-07-16,Recharge Portal,702,POS,False
2023-08-18,Flipkart,"4,418",Online,False
2023-07-06,Local POS Stall,"48,053",ATM,False
2024-05-29,PhonePe,20,Online,False
2024-04-27,Subscription - Spotify,"49,337",UPI,False
2023-02-01,Subscription - Spotify,"2,695",Online,False
2024-12-14,Subscription - Netflix,"3,982",POS,False
2023-11-05,Pharmacy Plus,"2,636",Transfer,False
2023-07-06,Gold Loan,"1,122",Online,False
2023-01-10,Flipkart,"2,821",Contactless,False
2023-11-07,Designer Boutique,"4,009",POS,False
2023-10-28,SBI ATM,"4,813",Online,False
2024-12-29,Flipkart,"41,774",Online,False
2024-12-03,Paytm Mall,491,Transfer,False
2024-01-28,Subscription - Spotify,"174,198",UPI,False
2023-08-30,Zomato,"197,025",Contactless,False
2024-09-08,Ola Cabs,"217,127",ATM,False
2024-03-27,IRCTC,"3,754",ATM,False
2024-08-06,Subscription - Netflix,"2,925",ATM,False
2023-11-29,Axis Bank ATM,"22,631",Transfer,False
2024-04-07,Ola Cabs,"14,200",UPI,False
2024-04-07,IRCTC,"3,356",Transfer,False
2024-01-14,Utility - Water,"2,615",Contactless,False
2024-12-18,Corner Grocery,"13,513",Online,False
2024-11-27,Suspicious Store,"3,211",POS,False
2024-12-26,Local POS Stall,"4,081",POS,False
2023-07-21,Hotel Taj,"2,756",UPI,False
2024-01-21,Ola Cabs,813,Contactless,False
2024-06-13,Local Electronics Store,"3,805",ATM,False
2024-08-30,SBI ATM,"2,499",POS,False
2024-07-31,Pharmacy Plus,"37,915",POS,False
2024-10-12,Recharge Portal,"3,675",Transfer,False
2024-10-19,Corner Grocery,"2,194",Contactless,False
2023-05-05,Cinemaplex,"6,376",Transfer,False
2024-08-25,Jewellery House,"1,884",ATM,False
2023-02-07,Hotel Taj,"270,841",UPI,False
2023-12-10,IRCTC,600,Transfer,False
2024-06-24,Zomato,172,Transfer,False
2024-02-07,Ola Cabs,"2,420",Transfer,False
2023-07-10,BigBasket,"2,393",POS,False
2023-03-16,Swiggy,"4,519",UPI,False
2023-02-27,Utility - Electricity,"234,198",UPI,False
2024-12-06,Amazon India,"198,938",Transfer,False
2023-06-08,Paytm Mall,"3,315",ATM,False
2024-09-10,Zomato,"4,219",Contactless,False
2024-12-07,Subscription - Spotify,392,POS,False
2023-07-23,Myntra,"4,613",Transfer,False
2023-02-02,Pharmacy Plus,"21,174",POS,False
2024-08-12,Corner Grocery,"2,664",Online,False
2023-09-18,Jewellery House,789,ATM,False
2023-04-16,Subscription - Spotify,"4,058",ATM,False
2023-02-28,BookShop,"2,205",Contactless,False
2024-03-29,Corner Grocery,"3,252",Online,False
2023-12-05,Recharge Portal,"3,408",UPI,False
2023-01-13,Subscription - Netflix,"36,096",Contactless,False
2024-04-11,PhonePe,"41,144",Online,False
2023-12-17,Hotel Taj,"32,940",Online,False
2023-01-28,Local POS Stall,"4,537",Transfer,False
2023-12-05,Pharmacy Plus,"3,639",Transfer,False
2023-11-30,Unknown Merchant,"1,466",Online,False
2024-07-24,PhonePe,"1,041",Contactless,False
2023-12-02,Unknown Merchant,"4,688",ATM,False
2024-06-17,BookShop,635,Online,False
2023-04-22,Flipkart,"201,321",Transfer,False
2024-07-22,SBI ATM,"3,545",ATM,False
2023-06-21,PhonePe,"33,021",ATM,False
2023-04-10,Local Electronics Store,876,Online,False
2024-03-21,Unknown Merchant,618,Contactless,False
2023-11-18,Unknown Merchant,"3,442",Transfer,False
2024-12-18,Amazon India,"38,290",POS,False
2024-12-26,Flipkart,"43,948",UPI,False
2023-10-01,Corner Grocery,"4,423",Transfer,False
2024-10-27,Jewellery House,"4,125",Contactless,False
2024-09-19,Zomato,"4,736",POS,False
2024-12-18,Amazon India,"4,141",ATM,False
2023-10-07,Swiggy,"45,499",POS,False
2023-04-21,SBI ATM,"2,301",UPI,False
2024-07-20,Axis Bank ATM,"3,778",ATM,False
2023-07-04,SBI ATM,"4,066",POS,False
2023-09-23,Designer Boutique,"2,145",POS,False
2024-06-05,Recharge Portal,"1,465",UPI,False
2023-10-18,Ola Cabs,"45,059",Transfer,False
2024-09-26,Designer Boutique,"3,322",POS,False
2023-09-28,Uber,"2,687",UPI,False
2023-05-09,Suspicious Store,"2,522",UPI,False
2023-02-06,Flipkart,"2,172",Contactless,False
2024-03-01,Myntra,"1,070",Transfer,False
2024-03-01,BookShop,"2,153",Online,False
2024-04-09,Pharmacy Plus,"28,174",POS,False
2023-10-03,Paytm Mall,"3,949",POS,False
2024-07-29,Unknown Merchant,"2,661",Transfer,False
2023-01-13,Corner Grocery,"37,554",POS,False
2024-03-19,Corner Grocery,"18,159",Online,False
2023-05-03,Subscription - Spotify,"2,596",Transfer,False
2024-04-24,Cinemaplex,"200,400",UPI,False
2023-08-27,Amazon India,"4,794",UPI,False
2024-06-22,Flipkart,"1,493",ATM,False
2023-03-28,Amazon India,"34,488",Online,False
2024-03-28,Pharmacy Plus,"4,095",Contactless,False
2023-06-07,Designer Boutique,"2,435",Online,False
2024-07-24,BookShop,"1,473",Online,False
2024-05-19,Suspicious Store,"1,429",POS,False
2024-01-19,Pharmacy Plus,"3,041",UPI,False
2024-03-08,Corner Grocery,"3,585",UPI,False
2024-08-05,Jewellery House,"25,992",ATM,False
2023-05-21,Luxury Outlet,"4,623",Contactless,False
2024-04-19,Unknown Merchant,"3,901",UPI,False
2023-01-19,Ola Cabs,"3,396",UPI,False
2023-10-01,Subscription - Netflix,"160,630",Transfer,False
2024-04-09,Unknown Merchant,"1,952",Contactless,False
2024-02-28,BigBasket,"4,861",ATM,False
2023-12-29,Suspicious Store,"281,215",Transfer,True
2024-08-18,Suspicious Store,172,ATM,False
2023-01-26,PhonePe,"191,711",UPI,False
2023-11-01,Recharge Portal,"4,315",Contactless,False
2024-06-26,Subscription - Spotify,"2,473",Transfer,False
2023-05-27,Paytm Mall,"36,936",ATM,False
2024-09-17,Zomato,"2,057",Online,False
2023-10-12,Luxury Outlet,"1,642",POS,False
2024-06-27,Axis Bank ATM,329,Online,False
2024-11-29,Subscription - Spotify,"36,011",ATM,False
2024-05-05,Suspicious Store,"1,650",ATM,False
2024-02-07,Subscription - Netflix,"13,229",Transfer,False
2024-01-26,SBI ATM,"2,702",ATM,False
2023-07-20,Zomato,940,POS,False
2023-05-06,Myntra,"40,117",Contactless,False
2023-01-27,Myntra,"3,468",Contactless,False
2023-02-03,Paytm Mall,"2,497",POS,False
2023-04-06,Designer Boutique,"3,470",Transfer,False
2024-12-15,BigBasket,"42,300",POS,False
2024-03-04,Luxury Outlet,"2,837",Online,False
2024-11-27,Uber,"4,401",Transfer,False
2023-08-30,Cinemaplex,"49,891",Online,False
2024-04-13,Ola Cabs,"48,727",POS,False
2024-08-19,Corner Grocery,"39,740",Online,False
2024-04-07,Luxury Outlet,"36,224",Online,False
2024-06-30,Amazon India,"64,104",UPI,False
2024-09-27,BookShop,"3,650",Transfer,False
2024-09-13,Local POS Stall,"4,455",Transfer,False
2024-11-20,Cinemaplex,"105,044",ATM,False
2024-05-17,Utility - Electricity,"4,989",Online,False
2024-03-21,Subscription - Spotify,"162,728",Contactless,False
2024-04-25,SBI ATM,"3,750",UPI,True
2024-12-08,Cinemaplex,"43,004",POS,False
2023-04-12,Local POS Stall,"9,085",ATM,False
2024-05-21,Luxury Outlet,"33,006",ATM,False
2023-03-14,PhonePe,"108,432",ATM,False
2024-06-03,Paytm Mall,"2,442",Online,False
2023-06-04,Amazon India,"291,410",Online,False
2023-01-31,Luxury Outlet,"4,944",Contactless,False
2024-01-16,Axis Bank ATM,"4,450",POS,False
2023-03-16,BigBasket,"161,145",POS,False
2023-03-29,Cinemaplex,"3,592",POS,False
2023-11-05,Jewellery House,"2,923",Transfer,False
2024-01-30,IRCTC,361,Online,False
2023-03-29,Uber,"2,726",ATM,False
2024-07-13,IRCTC,"2,747",Transfer,False
2024-07-29,BookShop,"32,792",Contactless,False
2023-01-30,BookShop,"5,635",Contactless,False
2024-06-13,Subscription - Spotify,670,ATM,False
2023-02-24,Swiggy,"1,332",Transfer,False
2024-10-28,Myntra,283,ATM,False
2024-06-17,IRCTC,"289,608",Transfer,False
2024-06-24,Gold Loan,"4,964",Contactless,False
2024-04-25,Recharge Portal,"93,077",ATM,False
2024-10-26,Myntra,"3,708",ATM,False
2024-07-01,Axis Bank ATM,"3,013",ATM,False
2024-03-19,Paytm Mall,440,UPI,False
2023-06-19,BigBasket,494,POS,False
2024-06-23,Utility - Electricity,"2,627",UPI,False
2023-07-28,Ola Cabs,"2,792",ATM,False
2024-06-16,SBI ATM,"15,435",ATM,False
2023-03-25,Zomato,"4,210",POS,False
